timestamp,user_id,heart_rate,hrv_sdnn,skin_temp,resp_rate,spo2,strain_score,recovery_score,sleep_stage,activity_level
2026-08-01T00:00:00Z,ELD_002,62.2,43.8,36.46,14.2,96.5,8.0,78,light_sleep,resting
2026-08-01T00:01:00Z,ELD_002,63.3,47.3,36.45,15.0,96.9,8.0,78,light_sleep,resting
2026-08-01T00:02:00Z,ELD_002,68.6,43.7,36.45,15.3,96.5,8.0,78,light_sleep,resting
2026-08-01T00:03:00Z,ELD_002,61.4,46.5,36.62,13.6,96.3,8.0,78,light_sleep,resting
2026-08-01T00:04:00Z,ELD_002,59.2,50.6,36.2,14.8,96.9,8.0,78,light_sleep,resting
2026-08-01T00:05:00Z,ELD_002,69.1,45.3,36.48,15.3,96.6,8.0,78,light_sleep,resting
2026-08-01T00:06:00Z,ELD_002,67.5,45.9,36.33,16.3,96.3,8.0,78,light_sleep,resting
2026-08-01T00:07:00Z,ELD_002,66.4,43.9,36.48,15.3,96.5,8.0,78,light_sleep,resting
2026-08-01T00:08:00Z,ELD_002,65.4,45.1,36.24,15.0,97.0,8.0,78,light_sleep,resting
2026-08-01T00:09:00Z,ELD_002,62.1,46.0,36.32,14.6,96.2,8.0,78,light_sleep,resting
2026-08-01T00:10:00Z,ELD_002,62.6,45.4,36.23,15.1,96.8,8.0,78,light_sleep,resting
2026-08-01T00:11:00Z,ELD_002,63.3,43.7,36.5,14.7,96.7,8.0,78,light_sleep,resting
2026-08-01T00:12:00Z,ELD_002,72.4,41.7,36.41,15.5,96.6,8.0,78,light_sleep,resting
2026-08-01T00:13:00Z,ELD_002,65.7,44.6,36.51,14.4,97.0,8.0,78,light_sleep,resting
2026-08-01T00:14:00Z,ELD_002,63.6,42.6,36.26,14.3,96.6,8.0,78,light_sleep,resting
2026-08-01T00:15:00Z,ELD_002,66.3,48.0,36.47,14.9,96.3,8.0,78,light_sleep,resting
2026-08-01T00:16:00Z,ELD_002,69.2,43.8,36.24,15.4,96.7,8.0,78,light_sleep,resting
2026-08-01T00:17:00Z,ELD_002,66.6,44.1,36.39,16.4,96.0,8.0,78,light_sleep,resting
2026-08-01T00:18:00Z,ELD_002,67.5,47.2,36.38,15.0,97.0,8.0,78,light_sleep,resting
2026-08-01T00:19:00Z,ELD_002,66.0,46.6,36.33,14.8,97.0,8.0,78,light_sleep,resting
2026-08-01T00:20:00Z,ELD_002,66.7,41.8,36.36,14.7,96.8,8.0,78,light_sleep,resting
2026-08-01T00:21:00Z,ELD_002,59.3,43.4,36.49,15.0,96.9,8.0,78,light_sleep,resting
2026-08-01T00:22:00Z,ELD_002,65.9,44.9,36.47,14.6,96.6,8.0,78,light_sleep,resting
2026-08-01T00:23:00Z,ELD_002,65.2,45.7,36.39,14.6,96.2,8.0,78,light_sleep,resting
2026-08-01T00:24:00Z,ELD_002,70.0,44.5,36.44,14.7,96.4,8.0,78,light_sleep,resting
2026-08-01T00:25:00Z,ELD_002,68.9,44.2,36.47,16.0,96.4,8.0,78,light_sleep,resting
2026-08-01T00:26:00Z,ELD_002,68.7,43.2,36.39,15.3,96.8,8.0,78,light_sleep,resting
2026-08-01T00:27:00Z,ELD_002,63.8,45.1,36.2,15.7,97.0,8.0,78,light_sleep,resting
2026-08-01T00:28:00Z,ELD_002,66.3,49.1,36.54,14.7,95.9,8.0,78,light_sleep,resting
2026-08-01T00:29:00Z,ELD_002,67.8,44.0,36.43,15.9,97.0,8.0,78,light_sleep,resting
2026-08-01T00:30:00Z,ELD_002,66.3,46.3,36.37,14.7,96.8,8.0,78,light_sleep,resting
2026-08-01T00:31:00Z,ELD_002,57.9,48.2,36.35,13.7,96.9,8.0,78,light_sleep,resting
2026-08-01T00:32:00Z,ELD_002,64.2,46.2,36.47,14.6,96.6,8.0,78,light_sleep,resting
2026-08-01T00:33:00Z,ELD_002,69.8,44.6,36.39,14.7,96.8,8.0,78,light_sleep,resting
2026-08-01T00:34:00Z,ELD_002,67.6,45.5,36.47,14.6,97.0,8.0,78,light_sleep,resting
2026-08-01T00:35:00Z,ELD_002,63.2,42.6,36.3,13.7,96.8,8.0,78,light_sleep,resting
2026-08-01T00:36:00Z,ELD_002,70.2,43.9,36.43,15.3,96.9,8.0,78,light_sleep,resting
2026-08-01T00:37:00Z,ELD_002,68.4,41.7,36.54,16.2,96.5,8.0,78,light_sleep,resting
2026-08-01T00:38:00Z,ELD_002,66.8,43.5,36.36,14.7,96.1,8.0,78,light_sleep,resting
2026-08-01T00:39:00Z,ELD_002,68.3,40.8,36.34,15.6,96.9,8.0,78,light_sleep,resting
2026-08-01T00:40:00Z,ELD_002,72.7,42.3,36.5,15.2,97.0,8.0,78,light_sleep,resting
2026-08-01T00:41:00Z,ELD_002,65.9,44.9,36.51,15.1,96.6,8.0,78,light_sleep,resting
